"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"07/02/2016","08:30:34","Step 1","https://im-im2.hdm-stuttgart.de","1815","252","","5428","817461","2","2","54","54","0","0","0","0","0","1003","","","","1856","","","","","0","","","2","0","1815","","","1","99","0","-1","-1","-1","100","-1","-1","100","5428","816974","2","2","54","54","0","0","0","0","59","","","-1","","","","253","200","0","0","","","197899","80962","0","1","","209","","Medienmaster","557","1814","1817","1127","1127","2385","Firefox","47.0.0.5999","1","42","","0","1","0","1449",
"07/02/2016","08:30:51","Step 1","https://im-im2.hdm-stuttgart.de","544","1046","","975","7663","1","1","1","1","0","0","0","0","0","759","","","","1047","","","","","1","","","2","0","544","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1047","200","0","0","","","0","0","0","1","","209","","Medienmaster","655","584","591","367","367","1757","Firefox","47.0.0.5999","1","49","","0","1","1","843",
"07/02/2016","08:31:10","Step 1","https://im-im2.hdm-stuttgart.de","1823","267","","5428","817461","2","2","54","54","0","0","0","0","0","783","","","","1859","","","","","0","","","2","0","1823","","","1","99","0","-1","-1","-1","100","-1","-1","100","5428","816974","2","2","54","54","0","0","0","0","59","","","-1","","","","268","200","0","0","","","197899","80962","0","1","","209","","Medienmaster","576","1818","1821","1143","1143","2383","Firefox","47.0.0.5999","1","45","","0","2","0","1439",
"07/02/2016","08:31:27","Step 1","https://im-im2.hdm-stuttgart.de","540","1063","","975","7663","1","1","1","1","0","0","0","0","0","765","","","","1063","","","","","1","","","2","0","540","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1063","200","0","0","","","0","0","0","1","","209","","Medienmaster","651","577","583","513","513","1760","Firefox","47.0.0.5999","1","47","","0","2","1","839",
"07/02/2016","08:31:45","Step 1","https://im-im2.hdm-stuttgart.de","1830","271","","5428","817485","2","2","54","54","0","0","0","0","0","771","","","","1868","","","","","0","","","2","0","1830","","","1","99","0","-1","-1","-1","100","-1","-1","100","5428","816998","2","2","54","54","0","0","0","0","59","","","-1","","","","272","200","0","0","","","197899","80962","0","1","","209","","Medienmaster","579","1821","1833","1149","1149","2371","Firefox","47.0.0.5999","1","44","","0","3","0","1517",
"07/02/2016","08:32:04","Step 1","https://im-im2.hdm-stuttgart.de","554","1081","","975","7663","1","1","1","1","0","0","0","0","0","777","","","","1082","","","","","1","","","2","0","554","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1082","200","0","0","","","0","0","0","1","","209","","Medienmaster","664","587","602","520","520","1764","Firefox","47.0.0.5999","1","56","","0","3","1","842",
"07/02/2016","08:32:23","Step 1","https://im-im2.hdm-stuttgart.de","1953","300","","5428","817578","2","2","54","54","0","0","0","0","0","845","","","","1982","","","","","0","","","2","0","1953","","","1","99","0","-1","-1","-1","100","-1","-1","100","5428","817091","2","2","54","54","0","0","0","0","59","","","-1","","","","301","200","0","0","","","197899","80962","0","1","","209","","Medienmaster","624","1905","1920","1191","1191","2482","Firefox","47.0.0.5999","1","49","","0","4","0","1827",
"07/02/2016","08:32:41","Step 1","https://im-im2.hdm-stuttgart.de","560","1097","","975","7663","1","1","1","1","0","0","0","0","0","866","","","","1098","","","","","1","","","2","0","560","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1098","200","0","0","","","0","0","0","1","","209","","Medienmaster","672","593","599","523","523","1765","Firefox","47.0.0.5999","1","42","","0","4","1","929",
"07/02/2016","08:32:58","Step 1","https://im-im2.hdm-stuttgart.de","2012","256","","5428","817600","2","2","54","54","0","0","0","0","0","775","","","","2057","","","","","0","","","2","0","2012","","","1","99","0","-1","-1","-1","100","-1","-1","100","5354","817113","2","2","53","53","0","0","0","0","59","","","-1","","","","257","200","0","0","","","197899","80962","0","1","","209","","Medienmaster","572","1950","1966","1404","1404","2675","Firefox","47.0.0.5999","1","43","","0","5","0","1595",
"07/02/2016","08:33:17","Step 1","https://im-im2.hdm-stuttgart.de","536","1021","","975","7662","1","1","1","1","0","0","0","0","0","753","","","","1026","","","","","1","","","2","0","536","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1026","200","0","0","","","0","0","0","1","","209","","Medienmaster","648","572","587","509","509","1761","Firefox","47.0.0.5999","1","45","","0","5","1","840",
